FDAT	TDAT	OMR	STN	LNR	STN_NAMN	X	Y	TOP	FORS	REFNIVA	RORHOJD	RORLANGD	SILLANGD	JORDDJUP	MATTYP	STNTYP	STNMTRL	DIAM	AKVIFER	GEOHYLAG	JORDART	GENES	TACKT	BERGART	MAGSTLK	TYPOMR	GVMILJO	ANM	NIVMET	VDIST	VT	N	E	SESS	EUCD_GWB	TEMPERATURDJUP	ID
1971-07-31	1973-08-15	42	7	1	Arjeplog_7	7322405	1604328	25ISV	2506	462,77	1,3	5,1	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE1		7321678	640811				42
_7
1971-08-15	1983-12-31	43	2	1	Stensele_2	7210361	1561034	23HSV	2421	385,13	1,3	4,35	1.0		N	R	ME	50	JÖ	U	SA	GF	XX	GRA		I				SE1		7209124	598968				43_2
1971-08-15	1983-12-31	43	3	1	Stensele_3	7210695	1560118	23HSV	2421	381,42	1,3	5,1	1.0		N	R	ME	50	JÖ	M	GR	GF	XX	GRA		I				SE1		7209446	598048				43
_3
1971-08-15	1983-12-31	43	7	1	Stensele_7	7211844	1559576	23HSV	2421	381,04	1,3	5,15	1.0		N	R	ME	50	JÖ	M	MN	XX	XX	GRA		I				SE1		7210587	597492				43_7
1971-08-15	1983-12-31	43	8	1	Stensele_8	7212490	1559431	23HSV	2421	386,03	1,5	5,15	1.0		N	R	ME	50	JÖ	V	MN	XX	XX	GRA		I				SE1		7211231	597339				43_8
1971-08-15	1983-12-31	43	10	1	Stensele_10	7215560	1559748	23HSV	2421	357,13	1,4	6,45	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE1		7214304	597616				43_10
1971-08-15	1983-12-31	43	11	1	Stensele_11	7216287	1560261	23HSV	2421	348,92	1,4	4,35	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE1		7215037	598120				43_11
1971-08-15	1983-12-31	43	12	1	Stensele_12	7219182	1562317	23HSV	2421	320,71	1,3	3,8	1.0		N	R	ME	50	JÖ	M	GR	GF	XX	GRA		I				SE1		7217957	600138				43_12
1970-07-10	1986-07-02	44	1	1	Svedala_1	6164018	1339422	02CSO	1263	35,4	0,8	97,7	2.32	96,35	N	R	ME	75	JS	I	SA	GF	ML	KST		A				SE4		6160616	390241				44_1
1974-09-17	1986-07-02	44	3	1	Svedala_3	6159716	1339810	02CSO	1263	44,16	0,25	125,3	19.5	99,3	N	R	ME	150	BS	I	ML	XX	XX	KST		A				SE4		6156321	390679				44_3
1972-03-15	1979-06-15	45	14	1	Ströms Vattudal(Strömsund)_14	7137734	1466329	21FNV	2313	382	1,35	4,49	1.0		N	R	ME	50	JS	M	MN	XX	TO	GRA		I				SE2		7135326	505230				45_14
1972-03-15	1979-06-15	45	15	1	Ströms Vattudal(Strömsund)_15	7138220	1452047	21FNV	2313	305	1,25	4	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE2		7135630	490949				45_15
1972-03-30	1979-06-15	45	16	1	Ströms Vattudal(Strömsund)_16	7143517	1435307	21ENO	2313	318	1,2	5,23	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	FJÄ		J				SE2		7140712	474150				45_16
1972-03-30	1983-04-18	45	17	1	Ströms Vattudal(Strömsund)_17	7152276	1424095	22ESV	2313	332	1,5	4	1.0		N	R	ME	50	JÖ	I	MN	XX	SA	FJÄ		J				SE2		7149324	462833				45_17
1972-03-20	1983-04-18	45	18	1	Ströms Vattudal(Strömsund)_18	7162595	1419977	22ESV	2313	368	1,2	6,2	1.0		N	R	ME	50	JÖ	V	MN	XX	XX	FJÄ		J				SE2		7159585	458586				45_18
1972-03-30	1979-04-30	45	19	1	Ströms Vattudal(Strömsund)_19	7162534	1420006	22ESV	2313	368	1,2	5,6	1.0		N	R	ME	50	JÖ	V	MN	XX	XX	FJÄ		J				SE2		7159525	458616				45_19
1972-03-30	1983-04-18	45	20	1	Ströms Vattudal(Strömsund)_20	7185477	1416070	22ENV	2313	493	1,65				N	R	ME	50	JS	M	MN	XX	TO	FYL		J				SE2		7182405	454391				45_20
1972-03-30	1983-04-18	45	21	1	Ströms Vattudal(Strömsund)_21	7191191	1423377	22ENV	2313	478	1,35	1,35	1.0		N	R	ME	50	JÖ	M	MN	XX	XX	FYL		J				SE2		7188209	461621				45_21
1972-03-30	1983-04-18	45	22	1	Ströms Vattudal(Strömsund)_22	7202144	1424612	23ESV	2313	464	1,3	8,93	1.0		N	R	ME	50	JÖ	I	MN	XX	SA	FYL		J				SE2		7199172	462716				45_22
1972-03-01	1983-04-15	46	1	1	Flåsjön_1	7133124	1476342	21FNO	2313	224	1	4,38	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	LSK		H				SE2		7130845	515296				46
_1
1972-03-01	1983-04-15	46	2	1	Flåsjön_2	7139306	1477914	21FNO	2313	385	1,1	6,27	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	LSK		H				SE2		7137044	516789				46_2
1972-03-01	1983-04-15	46	5	1	Flåsjön_5	7142546	1482728	21FNO	2313	504	1,2		1.0		N	R	ME	50	JÖ	M	MN	XX	SI	LSK		H				SE2		7140343	521560				46_5
1972-03-01	1979-06-15	46	12	1	Flåsjön_12	7120287	1491846	21FSO	2313	279	1,2	3,7	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	KVT		H				SE2		7118210	530955				46_12
1972-03-01	1983-04-15	46	13	1	Flåsjön_13	7131278	1478021	21FNO	2313	335	1,2	5,5	1.0		N	R	ME	50	JÖ	M	MN	XX	XX	LSK		H				SE2		7129021	516998				46_13
1972-03-15	1983-04-15	46	52	1	Flåsjön_52	7140179	1479157	21FNO	2313	436	1	4,05	1.0		N	R	ME	50	JÖ	M	MN	XX	SA	LSK		H				SE2		7137932	518020				46_52
1972-03-01	1979-06-14	46	4	1	Flåsjön_4	7142565	1482765	21FNO	2313	504	1,1	5,1	1.0		N	R	ME	50	JÖ	M	MN	XX	SI	LSK		H				SE2		7140363	521596				46
_4
1972-03-01	1983-04-15	46	3	1	Flåsjön_3	7140204	1479144	21FNO	2313	436	1,05	5,05	1.0		N	R	ME	50	JÖ	M	MN	XX	SA	LSK		H				SE2		7137957	518007				46_3
1973-07-02		47	1	1	Tåsjön(Dorotea)_1	7159616	1494389	22F1I	2425	415					K	K	XX		JÖ	U	MN	XX	XX	LSK	L	H	3	Alternativt omrnamn: Tåsjön		SE2		7157553	532998				47_1
1972-03-01	1983-04-15	47	6	1	Tåsjön(Dorotea)_6	7145988	1487021	21FNO	2313	306	1,2	4,9	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	LSK		H		Alternativt omrnamn: Tåsjön		SE2		7143838	525807				47_6
1972-03-01	1979-06-15	47	7	1	Tåsjön(Dorotea)_7	7150548	1489634	22FSO	2425	300	1,2		1.0		N	R	ME	50	JÖ	I	MN	XX	XX	LSK		H		Alternativt omrnamn: T
åsjön		SE2		7148429	528361				47_7
1972-02-15	1979-06-15	47	8	1	Tåsjön(Dorotea)_8	7155784	1489605	22FSO	2425	343	1,3	4,3	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	LSK		H		Alternativt omrnamn: Tåsjön		SE2		7153662	528265				47_8
1972-03-15	1995-05-05	47	9	1	Tåsjön(Dorotea)_9	7159787	1493473	22FSO	2425	415	1,1	4	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	LSK		H		Alternativt omrnamn: Tåsjön		SE2		7157712	532081				47_9
1972-02-01	1983-05-01	47	32	1	Tåsjön(Dorotea)_32	7191924	1464063	22FNV	2425	570	1,6	4	1.0		N	R	ME	50	JÖ	M	MN	XX	XX	FJÄ		I		Alternativt omrnamn: Tåsjön		SE2		7189460	502276				47_32
1972-02-15	1979-06-15	48	10	1	Ormsjön(Dorotea)_10	7159939	1498516	22FSO	2425	426	0,75	7,03	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	LSK		H		Alternativt omrnamn: Ormsjön		SE2		7157928	537119				48_10
1972-02-15	1981-12-31	48	11	1	Ormsjön(Dorotea)_11	7162362	1502079	22GSV	2425	329	1,05	8,62	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	LSK		H		Alternativt omrnamn: Ormsjön		SE2		7160395	540650				48_11
1972-02-15	1979-06-15	48	24	1	Ormsjön(Dorotea)_24	7144887	1511709	21GNV	2425	278	0,9	7,6	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	ASK		H		Alternativt omrnamn: Ormsjön		SE2		7143051	550497				48_24
1972-02-15	1979-06-15	48	25	1	Ormsjön(Dorotea)_25	7159215	1504131	22GSV	2425	310	1,45	3,89	1.0		N	R	ME	50	JX	I	MN	XX	TO	LSK		H		Alternativt omrnamn: Ormsjön		SE2		7157276	542741				48_25
1972-02-01	1983-05-01	48	27	1	Ormsjön(Dorotea)_27	7178512	1486393	22FNO	2425	373	1,4	6,9	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	SST		I		Alternativt omrnamn: Ormsjön		SE2		7176338	524766				48_27
1972-02-01	1979-05-31	48	28	1	Ormsjön(Dorotea)_28	7178459	1482553	22FNO	2425	490	1,1	2,8	1.0		N	R	ME	50	JÖ	M	MN	XX	XX	SST		I		Alternativt omrnamn: Ormsjön		SE2		7176237	520929				48_28
1972-02-01	1983-05-01	48	29	1	Ormsjön(Dorotea)_29	7183677	1477411	22FNO	2425	469	1,1	7,2	1.0		N	R	ME	50	JÖ	I	MN	XX	SI	SST		I		Alternativt omrnamn: Ormsjön		SE2		7181387	515723				48_29
1972-02-01	1983-05-01	48	30	1	Ormsjön(Dorotea)_30	7190085	1472543	22FNV	2425	498	1	6,1	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GLS		I		Alternativt omrnamn: Ormsjön		SE2		7187729	510776				48_30
1972-02-01	1983-05-01	48	31	1	Ormsjön(Dorotea)_31	7193100	1466841	22FNV	2425	525	1	6,2	1.0		N	R	ME	50	JÖ	M	MN	XX	XX	GLS		I		Alternativt omrnamn: Ormsjön		SE2		7190670	505038				48_31
1972-02-01	1979-05-31	48	35	1	Ormsjön(Dorotea)_35	7177995	1498169	22FNO	2425	444	1	2,7	1.0		N	R	ME	50	JÖ	I	MN	XX	TO	KVT		I		Alternativt omrnamn: Ormsjön		SE2		7175971	536543				48_35
1972-01-17	1979-05-31	48	36	1	Ormsjön(Dorotea)_36	7181485	1499100	22FNO	2425	533	1,5	6,8	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	SST		I		Alternativt omrnamn: Ormsjön		SE2		7179472	537429				48_36
1972-01-17	1979-05-31	48	37	1	Ormsjön(Dorotea)_37	7181472	1499151	22FNO	2425	533	1,5	6,4	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	SST		I		Alternativt omrnamn: Ormsjön		SE2		7179459	537480				48_37
1972-02-15	1979-06-15	48	26	1	Ormsjön(Dorotea)_26	7166101	1503063	22GSV	2425	309	1	4,7	1.0		N	R	ME	50	JÖ	I	MN	XX	SA	KVT		H		Alternativt omrnamn: Ormsjön		SE2		7164145	541586				48_26
1972-02-01	1979-05-31	48	33	1	Ormsjön(Dorotea)_33	7171507	1497782	22FSO	2425	335	0,7	5,7	1.0		N	R	ME	50	JÖ	M	MN	XX	XX	LSK		I		Alternativt omrnamn: Ormsjön		SE2		7169481	536239				48_33
1972-02-01	1977-09-15	49	38	1	Malgomaj_38	7183331	1501420	22GNV	2462	642	1,5	6,8	1.0		N	R	ME	50	JÖ	V	MN	XX	TO	SST		I				SE2		7181346	539725				49
_38
1965-09-24	1983-12-31	20	3	1	Sala_3	6637357	1537650	11GNO	1981	62,17	0,75	2,35			N	R	BE		JÖ	V	SA	GF	XX	GRA		E				SE3		6636064	582737				20_3
1969-10-03	1991-01-11	20	4	1	Sala_4	6637368	1538950	11GNO	1981	66,12	1	4,6	1.0		N	R	ME	50	JÖ	M	MN	XX	XX	GRA		E				SE3		6636091	584036				20_4
1969-10-03	1973-08-04	20	5	1	Sala_5	6634687	1540340	11GNO	1981	63,64	1,3	6,7	1.0		N	R	ME	50	JÖ	V	SA	GF	XX	GRA		E				SE3		6633428	585459				20_5
1973-07-26	1983-12-31	20	8	1	Sala_8	6635578	1539104	11GNO	1981	62,98	1,1	4,75	1.0		N	R	ME	50	JÖ	V	SA	GF	XX	GRA		E			X	SE3		6634304	584212				20_8
1975-10-15	1985-12-15	20	9	1	Sala_9	6634687	1540353	11GNO	1981	59,39	1,25	3,22	1.0		N	R	ME	50	JÖ	V	SA	GF	XX	GRA		E				SE3		6633428	585472				20_9
1965-02-19	1998-07-15	21	7	1	Sigtuna_7	6615479	1603103	11ISV	191	23,92	1,2	6,6			NT	R	ME	50	JS	V	MN	XX	LV	GRA		F				SE3		6614990	648431				21_7
1969-04-17	1993-11-05	21	8	1	Sigtuna_8	6614812	1603774	11ISV	191	2,1	0,3	9		14	K	R	ME	50	JS	U	SA	GF	LV	GRA		F				SE3		6614332	649110				21_8
1965-02-19	1991-05-17	21	1	1	Sigtuna_1	6616054	1603787	11ISV	191	23,32	1,4	6,7			N	R	ME	50	JS	I	MN	XX	LV	GRA		F				SE3		6615573	649108				21_1
1969-01-20	1986-12-29	21	4	1	Sigtuna_4	6616497	1603801	11ISV	191	22,33	0,7	6,7			N	R	ME	50	JS	I	MN	XX	LV	GRA		F				SE3		6616016	649117				21_4
1975-01-03	1977-05-31	21	5	2	Sigtuna_5	6615808	1603348	11ISV	191	21,66	0,9	10,6			N	R	ME	50	JS	I	MN	XX	LV	GRA		F			X	SE3		6615322	648672				21_5
1984-01-14	1987-07-02	21	6	3	Sigtuna_6	6615533	1603200	11ISV	191	25,1	1,1	5,35			N	R	ME	50	JS	V	MN	XX	LV	GRA		F				SE3		6615045	648528				21_6
1968-07-31	1983-12-31	21	3	1	Sigtuna_3	6616338	1603828	11ISV	191	22,59	0,8	6,75			N	R	ME	50	JS	V	MN	XX	LV	GRA		F				SE3		6615858	649146				21_3
1976-09-14	1983-09-05	23	1	3	Tärnsjö_1	6669110	1560235	12HSV	331	69,13	0	4,8			K	R	BE		JÖ	I	SA	LM	XX	GRA		E				SE2		6668080	604926				23_1
1965-09-26	2005-11-14	23	3	1	Tärnsjö_3	6665656	1559607	12HSV	331	86,12	1,18	17,55			N	R	ME	50	JÖ	I	GR	GF	XX	GRA		E				SE2		6664619	604341		SE666683-155954		23_3
1966-08-25	1991-01-15	23	6	1	Tärnsjö_6	6667143	1558196	12HSV	331	65,61	0,2	3,35			N	R	BE		JÖ	M	MN	XX	L	GRA		E				SE2		6666089	602912				23_6
1988-02-02	1989-10-01	23	7	2	Tärnsjö_7	6667249	1558275	12HSV	331	69,38	0,77	3,95	1.00		N	R	PL	38	JÖ	I	MN	XX	XX	GRA		E				SE2		6666196	602990				23_7
1968-10-29		23	9	1	Tärnsjö_9	6669281	1562289	12HSV	331	59,71					K	K	XX		JS	U	SA	LM	TO	GRA	S	E	5			SE3		6668276	606977		SE666683-155954		23_9
1973-01-31	1983-12-31	23	10	2	Tärnsjö_10	6670630	1556740	12HSV	331	65,82	1,25	10,7	1.0		N	R	ME	50	JÖ	I	SA	GF	XX	GRA		E				SE2		6669557	601414				23_10
1972-07-20	1995-10-24	23	12	2	Tärnsjö_12	6668537	1558884	12HSV	331	76,1	0,5	1,8			K	K	BE		JÖ	U	SA	LM	XX	GRA		E				SE2		6667491	603583				23_12
1983-09-05	1984-09-20	23	13	3	Tärnsjö_13	6659599	1553176	12HSV	331	63	0,4	5			N	R	BE		JS	I	MN	XX	LE	GRA		E				SE2		6658486	597986				23_13
1971-05-14	1983-12-31	23	19	1	Tärnsjö_19	6669759	1562089	12HSV	331	67,32	1,1	11,25	1.0		N	R	ME	50	JÖ	I	SA	LM	XX	GRA		E				SE2		6668751	606772				23_19
1971-05-26	1984-01-03	23	22	1	Tärnsjö_22	6664335	1559875	12HSV	331	85,06	1,1	14,58	1.0		N	R	ME	50	JÖ	I	GR	GF	XX	GRA		E				SE2		6663302	604625				23_22
1971-09-14	1982-01-25	23	25	1	Tärnsjö_25	6666384	1560254	12HSV	331	82,06	0,65	28,9	3X3.0		NK	R	ME	150	JÖ	I	SA	GF	XX	GRA		E				SE3		6665355	604978				23_25
1971-12-12	2005-11-14	23	27	1	Tärnsjö_27	6669262	1561868	12HSV	331	68,11	1,2	11,6	1.0		N	R	ME	50	JÖ	I	SA	LM	XX	GRA		E				SE2		6668252	606557		SE666683-155954		23_27
1977-12-15	2005-11-14	23	31	1	Tärnsjö_31	6666313	1559756	12HSV	331	103,53	0,4	42,75		38	N	R	ME	150	BÖ	I	GR	GF	XX	GRA		E		Tveksam tidsserie		SE2		6665278	604482				23_31
1990-11-08	1995-07-27	23	34	1	Tärnsjö_34	6670780	1558050	12HSV	331						K	R			JÖ		MN			GRA		E				SE2		6669722	602722				23_34
1965-09-02	1971-10-27	23	5	1	Tärnsjö_5	6667159	1558356	12HSV	331	68,46	0,2	2,8			NK	R	ST		JÖ	V	MN	XX	XX	GRA		E				SE2		6666107	603072				23_5
1971-05-14	1983-12-31	23	18	1	Tärnsjö_18	6670385	1562480	12HSV	331	68,87	1,1	11,25	1.0		N	R	ME	50	JÖ	I	SA	LM	XX	GRA		E				SE2		6669382	607155				23_18
1969-12-10	1983-12-31	24	2	1	Bollnäs_2	6805306	1546404	15GSO	2183	103,1	0,7	56,94			N	R	ME		JÖ	I	SA	GF	XX	GRA		G				SE2		6804051	589429				24_2
1983-04-30	1983-12-31	24	4	3	Bollnäs_4	6804496	1547499	15GSO	2183	101,45	0,25	52			N	R	ME		JÖ	I	SA	GF	XX	GRA		G				SE2		6803255	590533				24_4
1953-11-05	1988-12-14	25	1	1	Sundsvall_1	6910828	1573085	17HSV	2281	18,04	1,1	12,2			N	R	ME	38	JÖ	I	SA	GF	XX	GNE		G				SE2		6909862	614790				25_1
1953-11-05	1988-12-14	25	2	1	Sundsvall_2	6910993	1573087	17HSV	2281	20,22	0,9	14,7			N	R	ME	38	JÖ	I	SA	GF	XX	GNE		G				SE2		6910027	614790				25_2
1953-11-05	1984-10-02	25	3	1	Sundsvall_3	6911076	1573094	17HSV	2281	23,79	0,45	30			N	R	ME	38	JÖ	I	SA	GF	XX	GNE		G				SE2		6910110	614796				25_3
1953-11-05	1972-12-07	25	4	1	Sundsvall_4	6911065	1572865	17HSV	2281	34,39	1	31,5			N	R	ME	38	JÖ	I	SA	GF	XX	GNE		G				SE2		6910097	614568				25_4
1953-11-05	1987-03-31	25	5	1	Sundsvall_5	6911127	1572369	17HSV	2281	16,88	1,1	7,8			N	R	ME	25	JÖ	I	SA	GF	XX	GNE		G				SE2		6910152	614071				25_5
1953-11-05	1974-08-29	25	7	1	Sundsvall_7	6911098	1573387	17HSV	2281	17,77	1	10,9			N	R	ME	25	JÖ	I	SA	GF	XX	GNE		G				SE2		6910136	615089				25_7
1953-11-05	1988-12-11	25	10	1	Sundsvall_10	6911117	1572700	17HSV	2281	29,8	1	22,6			N	R	ME	25	JÖ	I	SA	GF	XX	GNE		G				SE2		6910146	614402				25_10
1953-11-05	1982-07-20	25	11	1	Sundsvall_11	6911003	1572661	17HSV	2281	13,4	1	5,2			N	R	ME	25	JÖ	I	SA	GF	XX	GNE		G				SE2		6910032	614364				25_11
1953-11-05	1988-12-14	25	12	1	Sundsvall_12	6911024	1572495	17HSV	2281	14,44	1	5,7			N	R	ME	25	JÖ	I	SA	GF	XX	GNE		G				SE2		6910051	614198				25_12
1953-11-05	1986-02-27	25	13	1	Sundsvall_13	6911170	1572554	17HSV	2281	18,27	0,95	10,05			N	R	ME	25	JÖ	I	SA	GF	XX	GNE		G				SE2		6910198	614255				25_13
1953-11-05	1988-12-14	25	14	1	Sundsvall_14	6911077	1573111	17HSV	2281	31,87	1,67	59,2			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		G				SE2		6910112	614813				25_14
1953-11-05	1988-12-14	25	15	1	Sundsvall_15	6910963	1573125	17HSV	2281	23,7	1,7	46,9			N	R	ME	38	JÖ	I	GR	GF	XX	GNE		G				SE2		6909998	614829				25
_15
1953-11-05	1988-12-14	25	16	1	Sundsvall_16	6911045	1573136	17HSV	2281	27,66	1,35	51,1			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		G				SE2		6910080	614839				25_16
1953-11-05	1988-12-14	25	17	1	Sundsvall_17	6911001	1573124	17HSV	2281	26,85	-2,05	45,9			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		G				SE2		6910036	614827				25_17
1953-11-05	1988-12-14	25	19	1	Sundsvall_19	6910982	1573181	17HSV	2281	29,61	0,65	45			N	R	ME	50	JÖ	I	GR	GF	XX	GNE		G				SE2		6910018	614885				25
_19
1953-11-05	1964-11-02	25	20	1	Sundsvall_20	6910986	1572985	17HSV	2281	29,98	0,85	47,9			N	R	ME	38	JÖ	I	GR	GF	XX	GNE		G				SE2		6910019	614689				25_20
1953-11-05	1988-12-14	25	9	1	Sundsvall_9	6910926	1572832	17HSV	2281	24,92	1	16,5			N	R	ME	25	JÖ	I	SA	GF	XX	GNE		G				SE2		6909957	614536				25_9
1967-10-10	1975-09-15	26	1	1	Torpshammar_1	6958751	1521926	18GSV	2305	288,45	0,15	3,9			N	R	ME		JÖ	I	MN	XX	XX	GRA		I				SE2		6957127	563054				26
_1
1967-10-10	1975-09-15	26	3	1	Torpshammar_3	6957817	1522206	18GSV	2305	269,93	0,5	3,5			N	R	ME		JÖ	I	MN	XX	XX	GRA		I				SE2		6956197	563346				26_3
1967-10-10	1971-03-31	26	4	1	Torpshammar_4	6957134	1522290	18GSV	2305	253,36	0,1	3,6			N	R	ME		JÖ	I	MN	XX	XX	GRA		I				SE2		6955515	563439				26_4
1967-10-10	1975-09-15	26	5	1	Torpshammar_5	6956029	1522274	18GSV	2305	258,02	0,55	4,35			N	R	ME		JÖ	I	MN	XX	XX	GRA		I				SE2		6954410	563436				26
_5
1984-04-15	1992-08-14	1	3	2	Vellinge_3	6151284	1323836	01CNV	1233	15,32	1,3	9,35	1.00		T	R	ME	50	JÖ	I	ML	XX	XX	KST		A				SE4		6147709	374813				1
_3
1989-10-06	1989-10-06	1	10	1	Vellinge_10	6157931	1322616	02CSV	1280	20,2	0	58,5	44.5	13	K	R	ME	250	BS	I	ML	XX	XX	KST		A				SE4		6154338	373517				1
_10
1972-12-31	2002-07-11	3	5	2	Kristianstad_5	6207244	1407264	03ESV	1290	10,86	1,2	36			NT	R	ME		BS	I	MN	XX	SA	KST		A				SE4		6204605	457540				3_5
1963-01-15	1982-03-12	3	12	1	Kristianstad_12	6200808	1405652	03ESV	1290	5	0	21	4.8	15	K	R	ME	200	BS		MN	XX	SA	SST		A				SE4		6198154	456004				3_12
1974-09-16	1983-12-31	3	24	1	Kristianstad_24	6218951	1383563	03DSO	1293	21,77	1,8	63	15.0	35	N	R	ME	300	BS	I	SA		MN	SST		A				SE4		6216029	433716				3_24
1972-11-16	1985-02-05	3	32	1	Kristianstad_32	6201155	1405107	03ESV	1290	9,64	0,35	154,5	4.0	6	N	R	PL	80	BÖ	I	SA	LM	XX	SST		A				SE4		6198494	455455				3_32
1972-11-16	1983-12-31	3	33	1	Kristianstad_33	6201142	1405119	03ESV	1290	9,64	0,35			6	N	R	ME		JÖ	I	SA	LM	XX	SST		A				SE4		6198482	455467				3_33
1972-11-16	1976-04-29	3	34	1	Kristianstad_34	6201142	1405126	03ESV	1290	8,99	0	30	3		N	R	PL	50	BÖ	I	SA	LM	XX	SST		A				SE4		6198482	455474				3_34
1972-11-16	1985-02-05	3	35	1	Kristianstad_35	6201136	1405119	03ESV	1290	11,19	0,4	25	2	21	N	R	ME	50	BÖ	I	MN	XX	SA	SST		A				SE4		6198476	455467				3_35
1972-11-16	1985-02-05	3	36	1	Kristianstad_36	6201142	1405119	03ESV	1290	11,19	0,4	20		21	N	R	ME	50	JÖ	I	SA	LM	XX	KST		A				SE4		6198482	455467				3_36
1975-09-13	1980-06-13	3	41	1	Kristianstad_41	6216121	1390666	03DSO	1290	7,56	0,5	2,73			N	R	PL	50	JÖ	I	SA	LM	XX	KST		A				SE4		6213283	440848				3
_41
1975-09-13	1980-06-13	3	42	1	Kristianstad_42	6216108	1390672	03DSO	1290	7,56	0,5	3,15			N	R	PL	50	JS	I	SA	LM	XX	KST		A				SE4		6213271	440854				3_42
1975-09-13	1980-06-13	3	43	1	Kristianstad_43	6216121	1390691	03DSO	1290	7,56	0,5	3,94			N	R	PL	50	JS	U	LV	LM	SA	KST		A				SE4		6213284	440873				3_43
1975-09-13	1980-06-13	3	44	1	Kristianstad_44	6216115	1390678	03DSO	1290	7,56	0,5	5,5			N	R	PL	50	JS	U	LV	LM	SA	KST		A				SE4		6213278	440860				3_44
1975-09-13	1980-06-13	3	45	1	Kristianstad_45	6216114	1390672	03DSO	1290	7,34	0,3	2,1			N	R	PL	50	JÖ	I	SA	LM	XX	KST		A				SE4		6213277	440854				3
_45
1975-09-13	1980-06-13	3	47	1	Kristianstad_47	6216108	1390666	03DSO	1290	7,34	0,3	5,1			N	R	PL	50	JS	U	LV	LM	SA	KST		A				SE4		6213270	440848				3_47
1975-09-13	1980-06-13	3	46	1	Kristianstad_46	6216127	1390666	03DSO	1290	7,34	0,3	3,1			N	R	PL	50	JS	U	LV	LM	SA	KST		A				SE4		6213289	440847				3_46
1970-12-15	1983-12-31	4	1	3	Liatorp_1	6283277	1408024	04ENV	765	152,41	0,1	4,32			N	R	ME	50	JÖ	U	SA	GF	XX	GNE		B		Påverkan (nivåhöjning) e Gudrun, 2005		SE4		6280605	457409				4_1
1968-02-22	1970-12-05	4	5	1	Liatorp_5	6283415	1407994	04ENV	765	151,83	0,1				N	R	ME	50	JÖ	U	SA	GF	XX	GNE		B				SE4		6280742	457378				4_5
1968-04-17	1970-12-05	4	6	1	Liatorp_6	6283330	1407895	04ENV	765	152,62	0,1				N	R	ME	50	JÖ	U	SA	GF	XX	GNE		B				SE4		6280656	457280				4_6
1968-04-22	1988-06-30	4	8	1	Liatorp_8	6283587	1407890	04ENV	765	155,04	0,25	6,58			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		B		Påverkan (nivåhöjning) e Gudrun, 2005		SE4		6280913	457272				4_8
1968-04-17	1970-12-05	4	11	1	Liatorp_11	6283163	1408045	04ENV	765	151,13	0,25				N	R	ME	50	JÖ	U	SA	GF	XX	GNE		B				SE4		6280491	457431				4_11
1984-09-07	1990-03-25	4	101	1	Liatorp_101	6283617	1408086	04ENV	765	154,69	0,05	4	0.50		K	R	PX	30	JÖ	I	MN	XX	XX	GNE		B				SE4		6280945	457467				4
_101
1984-09-11	1990-03-25	4	104	1	Liatorp_104	6283453	1408018	04ENV	765	152,49	0,27	4,54	0.50		K	R	PX	30	JÖ	I	SA	GF	XX	GNE		B				SE4		6280780	457401				4_104
1984-09-10	1988-03-11	4	102	1	Liatorp_102	6283619	1408076	04ENV	765	153,61	0,72	6	0.50		K	R	PX	30	JÖ	I	MN	XX	XX	GNE		B				SE4		6280947	457457				4
_102
1984-09-10	1990-03-25	4	103	1	Liatorp_103	6283619	1408076	04ENV	765	153,99	0,11	2	0.50		K	R	PX	30	JÖ	I	MN	XX	XX	GNE		B				SE4		6280947	457457				4
_103
1962-09-16	1983-12-31	5	2	1	Emmaboda_2	6275653	1483671	04FNO	862	122,31	0	3			N	R	ME	50	JÖ	U	MN	XX	XX	GRA		B				SE4		6273873	533107				5_2
1984-03-01	2001-12-02	5	5	3	Emmaboda_5	6275460	1481841	04FNO	862	141,14	0,75	4,4			N	R	ME	50	JÖ	V	MN	XX	XX	GRA		B				SE4		6273659	531280				5_5
1962-11-11	1983-12-31	5	6	1	Emmaboda_6	6275253	1482168	04FNO	862	145,04	0,15	2,83			N	R	ME	50	JÖ	I	MN	XX	XX	GRA		B				SE4		6273456	531609				5_6
